src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,src1_port2_mbps_cv,src1_port2_load_util,src1_port3_mbps_cv,src1_port3_load_util,src1_port4_mbps_cv,src1_port4_load_util,src1_port5_mbps_cv,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Latency_p99_ms,Label_Jitter_ms,Label_Loss_Rate
6,0.2973,0.0955,6,0.3056,0.1181,8,0.3785,0.1158,8,0.3939,0.1281,0.3212,0.3716,0.3865,0.382,0.3059,0.3154,0.3252,0.3282,2,0.0428,28,3.0,4,0.8,4,0.8,4,1.2,4,1.2,5160.281343283582,7651.360000000001,212.77010204202824,13.0
3,0.399,0.0632,3,0.4107,0.0655,5,0.8075,0.102,5,0.817,0.1041,0.1584,0.4988,0.1595,0.5134,0.1263,0.6729,0.1274,0.6808,2,0.2038,16,2.4,2,0.8,2,0.8,7,1.2,7,1.2,32.209399999999995,149.46000000000024,9.152209371976364,0.0
64,0.742,0.1031,64,0.7292,0.1008,56,1.0543,0.2337,56,1.0419,0.2525,0.1389,0.9275,0.1382,0.9115,0.2217,0.8786,0.2423,0.8682,8,0.1564,240,5.5,2,0.8,2,0.8,3,1.2,3,1.2,1479.733559322034,2175.06,9.180579277770667,26.30081300813008
64,0.7116,0.0974,64,0.7056,0.0913,64,1.1455,0.152,64,1.1509,0.1433,0.1369,0.8895,0.1294,0.882,0.1327,0.9546,0.1245,0.9591,0,0.2198,256,4.77,2,0.8,2,0.8,3,1.2,3,1.2,671.9242424242424,1092.6799999999996,13.959607154866426,15.96244131455399
5,0.5591,0.0894,4,0.4992,0.0844,7,0.9549,0.1449,7,0.9376,0.1526,0.1599,0.6989,0.1691,0.624,0.1517,0.7958,0.1628,0.7813,3,0.2097,23,2.94,2,0.8,2,0.8,3,1.2,3,1.2,89.76689999999999,253.04000000000002,14.174851349656073,0.0
47,0.7248,0.1215,47,0.7191,0.113,32,1.0316,0.1878,33,0.9988,0.1904,0.1676,0.906,0.1571,0.8989,0.182,0.8597,0.1906,0.8323,15,0.1471,159,6.44,2,0.8,2,0.8,3,1.2,3,1.2,4096.555428571429,6101.89,87.14149058864194,33.09002433090024
64,0.7387,0.1273,64,0.7358,0.126,4,0.7112,0.1752,4,0.7069,0.1741,0.1723,0.9234,0.1712,0.9198,0.2463,0.5927,0.2463,0.5891,60,0.0142,136,10.56,2,0.8,2,0.8,3,1.2,3,1.2,5455.961142857143,7890.98,87.67868878135083,53.86652542372882
10,0.7222,0.118,10,0.7238,0.1197,10,1.0065,0.1725,10,1.026,0.1696,0.1634,0.9028,0.1654,0.9048,0.1714,0.8388,0.1653,0.855,0,0.1468,40,3.48,2,0.8,2,0.8,2,1.2,2,1.2,151.6493,463.02,13.498849308956654,0.0
10,0.5645,0.1366,10,0.5861,0.1158,61,1.1276,0.1816,60,1.1272,0.1823,0.242,0.7056,0.1976,0.7326,0.1611,0.9397,0.1617,0.9393,51,0.2762,141,7.5,4,0.8,4,0.8,4,1.2,4,1.2,4192.407868852459,6938.6,101.96714501290047,45.488441461595826
64,0.7273,0.1265,64,0.7391,0.1197,3,0.4454,0.093,2,0.4366,0.1021,0.1739,0.9091,0.162,0.9239,0.2088,0.3712,0.2339,0.3638,62,0.1462,133,4.2,5,0.8,5,0.8,4,1.2,4,1.2,1072.4307142857142,1640.2199999999998,22.1449682590762,38.69936034115138
5,0.44,0.1432,5,0.4354,0.1378,4,0.2451,0.0807,4,0.2362,0.0941,0.3255,0.55,0.3165,0.5442,0.3293,0.2043,0.3984,0.1968,1,0.0986,18,1.68,3,0.8,3,0.8,2,1.2,2,1.2,2204.8784848484847,3460.2799999999997,91.0143573726898,0.6613756613756614
64,0.7391,0.1103,64,0.734,0.1122,2,0.4234,0.0882,2,0.3804,0.0929,0.1492,0.9239,0.1529,0.9175,0.2083,0.3528,0.2442,0.317,62,0.168,132,4.0,8,0.8,8,0.8,1,1.2,1,1.2,915.7841860465116,1331.36,19.479568074458893,39.0782122905028
3,0.5025,0.0983,3,0.5091,0.0952,8,0.9387,0.1725,8,0.9222,0.1782,0.1956,0.6281,0.187,0.6364,0.1838,0.7822,0.1932,0.7685,5,0.2124,22,4.2,2,0.8,2,0.8,3,1.2,3,1.2,2986.1129411764705,5296.88,98.36961361491505,16.43617021276596
2,0.2102,0.0436,2,0.1916,0.041,64,1.1502,0.1538,64,1.1473,0.1535,0.2074,0.2628,0.214,0.2395,0.1337,0.9585,0.1338,0.9561,62,0.474,132,3.51,2,0.8,2,0.8,3,1.2,3,1.2,30.21549999999999,67.27100000000014,14.88021065487893,17.510347023241003
21,0.6832,0.1236,21,0.6916,0.1181,20,0.8413,0.171,20,0.8425,0.1757,0.1809,0.854,0.1708,0.8645,0.2033,0.7011,0.2085,0.7021,1,0.0773,82,10.8,2,0.8,2,0.8,3,1.2,3,1.2,5374.0725581395345,7739.94,74.1742446995976,56.77860696517413
3,0.5877,0.0861,3,0.5955,0.0817,64,1.1538,0.1464,64,1.1571,0.1418,0.1465,0.7346,0.1372,0.7444,0.1269,0.9615,0.1225,0.9642,61,0.2819,134,3.9,2,0.8,2,0.8,3,1.2,3,1.2,48.6403,136.29000000000013,10.707747273370265,7.048710601719198
13,0.6944,0.1461,14,0.6847,0.1385,5,0.6712,0.1466,5,0.6119,0.1565,0.2104,0.868,0.2023,0.8559,0.2184,0.5593,0.2558,0.5099,9,0.0321,37,12.16,2,0.8,2,0.8,3,1.2,3,1.2,5292.725714285714,8577.66,78.25791275382595,59.91902834008097
54,0.7555,0.1116,54,0.7573,0.0993,8,0.8292,0.1304,8,0.8363,0.1262,0.1477,0.9444,0.1311,0.9466,0.1573,0.691,0.1509,0.6969,46,0.0383,124,3.3,2,0.8,2,0.8,2,1.2,2,1.2,50.5361,255.06000000000003,17.22947233879683,0.0
64,0.7438,0.1227,64,0.7379,0.1153,3,0.5269,0.1111,3,0.5051,0.1232,0.165,0.9298,0.1563,0.9224,0.2109,0.4391,0.2439,0.4209,61,0.1127,134,8.0,4,0.8,4,0.8,4,1.2,4,1.2,4796.821944444444,7482.299999999999,103.67114948046046,58.38926174496645
64,0.7368,0.1015,64,0.7419,0.1049,4,0.4587,0.1003,4,0.4333,0.0923,0.1378,0.921,0.1414,0.9274,0.2187,0.3823,0.213,0.3611,60,0.147,136,3.9,4,0.8,4,0.8,3,1.2,3,1.2,1127.072,1514.87,18.130240421120785,30.65442020665901
4,0.2384,0.0836,5,0.2278,0.0737,11,0.4575,0.1347,11,0.4529,0.1313,0.3507,0.298,0.3235,0.2848,0.2944,0.3813,0.2899,0.3774,7,0.1111,31,1.92,2,0.8,2,0.8,4,1.2,4,1.2,2729.8597000000004,4760.950000000001,136.77977859360445,1.9675925925925926
1,0.1506,0.0454,15,0.1535,0.0418,64,1.112,0.164,64,1.1053,0.147,0.3015,0.1882,0.2723,0.1919,0.1475,0.9267,0.133,0.9211,63,0.4783,144,2.7,1,0.8,1,0.8,8,1.2,8,1.2,492.8764210526316,741.9000000000001,28.898553765806287,2.155887230514096
64,0.736,0.1315,64,0.7333,0.1283,48,0.6275,0.2853,48,0.6322,0.2759,0.1787,0.92,0.175,0.9166,0.4547,0.5229,0.4364,0.5268,16,0.0524,224,10.8,2,0.8,2,0.8,3,1.2,3,1.2,5167.738529411764,7867.7,88.5021083890029,48.759730150493
64,0.7252,0.0922,64,0.7436,0.0896,7,0.9112,0.1361,8,0.8999,0.1482,0.1271,0.9065,0.1205,0.9295,0.1494,0.7593,0.1647,0.7499,57,0.0859,143,4.5,2,0.8,2,0.8,3,1.2,3,1.2,994.8113114754098,1289.8,10.597113477831726,21.293532338308456
64,0.7289,0.1242,64,0.7215,0.1284,51,1.1392,0.1941,51,1.1415,0.1961,0.1704,0.9111,0.178,0.9019,0.1704,0.9493,0.1718,0.9512,13,0.2076,230,6.44,2,0.8,2,0.8,3,1.2,3,1.2,3947.7540909090912,5964.7,84.72391337967306,30.743830378866875
64,0.7274,0.1345,64,0.7233,0.1264,64,0.8813,0.2116,64,0.8789,0.2254,0.1849,0.9092,0.1748,0.9041,0.2401,0.7344,0.2565,0.7324,0,0.0774,256,8.8,2,0.8,2,0.8,3,1.2,3,1.2,5046.318958333333,7500.32,72.55099410330634,43.76826324482277
5,0.4146,0.1222,5,0.4196,0.1127,53,0.9784,0.2126,53,0.9867,0.2112,0.2947,0.5182,0.2686,0.5245,0.2173,0.8153,0.214,0.8222,48,0.2827,116,7.6,2,0.8,2,0.8,3,1.2,3,1.2,4873.510961538462,7841.54,119.14135488266217,47.794117647058826
5,0.5561,0.0986,5,0.5396,0.0913,8,0.955,0.1575,8,0.9542,0.1572,0.1773,0.6951,0.1692,0.6745,0.1649,0.7958,0.1647,0.7952,3,0.2035,26,2.97,1,0.8,1,0.8,1,1.2,1,1.2,61.6487,171.86000000000044,13.570207436420825,0.0
5,0.4983,0.0962,5,0.499,0.0944,23,1.0813,0.1856,23,1.0809,0.1863,0.1931,0.6229,0.1892,0.6237,0.1716,0.9011,0.1724,0.9008,18,0.2912,56,8.0,4,0.8,4,0.8,4,1.2,4,1.2,4595.399122807017,7065.32,97.9036439035615,52.111297539149895
64,0.7297,0.1335,64,0.724,0.1315,5,0.444,0.1174,4,0.4524,0.1259,0.183,0.9121,0.1816,0.905,0.2644,0.37,0.2783,0.377,60,0.1394,137,3.9,5,0.8,5,0.8,3,1.2,3,1.2,1135.1725000000001,1677.23,22.009992856060553,35.43940264215968
5,0.1373,0.0498,4,0.1524,0.0573,9,0.332,0.1155,9,0.3308,0.1136,0.3627,0.1716,0.376,0.1905,0.3479,0.2767,0.3434,0.2757,5,0.0934,27,1.2,2,0.8,2,0.8,4,1.2,4,1.2,2145.3695959595957,3714.9799999999996,156.53014878290767,2.5
64,0.7363,0.104,64,0.732,0.1042,1,0.2094,0.047,1,0.1925,0.0489,0.1412,0.9204,0.1423,0.915,0.2245,0.1745,0.254,0.1604,63,0.2667,130,3.6,7,0.8,7,0.8,2,1.2,2,1.2,893.3914285714285,1077.1000000000001,9.20601044856754,43.978895096213535
3,0.232,0.0638,3,0.2427,0.0787,64,1.1329,0.2043,64,1.1346,0.2146,0.275,0.29,0.3243,0.3034,0.1803,0.9441,0.1891,0.9455,61,0.4482,134,8.8,2,0.8,2,0.8,3,1.2,3,1.2,4398.10761904762,7516.52,86.9779811527141,46.76844783715013
27,0.6061,0.1235,27,0.6071,0.1364,64,1.1467,0.1862,64,1.146,0.1734,0.2038,0.7576,0.2247,0.7589,0.1624,0.9556,0.1513,0.955,37,0.2699,182,4.95,2,0.8,2,0.8,3,1.2,3,1.2,1105.0343434343433,2237.34,36.91495832052747,21.144278606965177
13,0.6188,0.1544,13,0.6279,0.1613,64,1.1059,0.2222,64,1.1122,0.2136,0.2495,0.7735,0.2569,0.7849,0.2009,0.9216,0.1921,0.9268,51,0.2429,154,7.02,2,0.8,2,0.8,3,1.2,3,1.2,3653.030266666667,5431.62,76.29647188459656,41.82860783689073
8,0.5482,0.094,9,0.5624,0.0985,12,0.9922,0.1739,13,0.9913,0.1763,0.1715,0.6852,0.1751,0.703,0.1753,0.8268,0.1778,0.8261,5,0.2183,42,3.08,2,0.8,2,0.8,3,1.2,3,1.2,141.06220000000002,394.6000000000003,18.861358922687618,0.0
64,0.7143,0.1012,64,0.7333,0.1034,64,1.151,0.1614,64,1.1494,0.1648,0.1417,0.8929,0.141,0.9166,0.1402,0.9592,0.1434,0.9578,0,0.2133,256,5.0,2,0.8,2,0.8,3,1.2,3,1.2,1042.4532467532467,1477.68,15.47564206612952,17.874720357941833
10,0.6536,0.1207,11,0.6435,0.126,8,0.9696,0.1883,9,0.9747,0.182,0.1847,0.817,0.1958,0.8044,0.1942,0.808,0.1867,0.8122,3,0.1618,38,4.65,1,0.8,1,0.8,1,1.2,1,1.2,3366.3573076923076,5300.14,87.7429998039663,17.160048134777377
64,0.6568,0.2063,63,0.6617,0.2054,52,0.941,0.3246,52,0.9524,0.3111,0.3141,0.821,0.3104,0.8271,0.345,0.7842,0.3266,0.7937,12,0.1438,231,12.5,4,0.8,4,0.8,4,1.2,4,1.2,5027.867,8668.789999999999,139.7678910133958,64.17897091722595
6,0.563,0.1077,7,0.5635,0.1217,64,1.1218,0.1864,64,1.1214,0.1834,0.1913,0.7037,0.216,0.7044,0.1662,0.9348,0.1635,0.9345,58,0.2792,141,3.9,3,0.8,3,0.8,5,1.2,5,1.2,743.4436999999999,1479.5600000000004,26.628028329728313,2.525832376578645
3,0.2471,0.0934,3,0.2746,0.1112,4,0.3287,0.1262,3,0.3549,0.1328,0.378,0.3089,0.405,0.3432,0.3839,0.2739,0.3742,0.2958,1,0.0426,13,2.52,3,0.8,3,0.8,4,1.2,4,1.2,4948.676184210526,7545.75,234.12038658535943,15.564373897707231
1,0.2946,0.0578,1,0.3178,0.063,3,0.4664,0.0634,3,0.4616,0.0425,0.1962,0.3682,0.1982,0.3972,0.1359,0.3887,0.0921,0.3847,2,0.0793,8,1.5,2,0.8,2,0.8,7,1.2,7,1.2,19.810100000000006,85.86400000000013,8.48858042820534,0.0
7,0.5684,0.0942,4,0.5918,0.0921,3,0.5773,0.0816,3,0.5745,0.0913,0.1657,0.7105,0.1556,0.7397,0.1413,0.4811,0.1589,0.4788,4,0.0086,17,2.3,2,0.8,2,0.8,3,1.2,3,1.2,48.49629999999999,181.13000000000005,12.631097878264043,0.0
57,0.6821,0.1389,56,0.6884,0.1417,47,1.0027,0.2095,46,0.9955,0.2126,0.2036,0.8526,0.2058,0.8605,0.2089,0.8356,0.2136,0.8296,11,0.157,206,7.65,2,0.8,2,0.8,3,1.2,3,1.2,4613.208771929825,7075.2,80.63048559264486,38.030436055019024
8,0.4389,0.0996,7,0.4168,0.1025,64,1.1396,0.1934,64,1.1287,0.1981,0.2269,0.5486,0.2459,0.521,0.1697,0.9497,0.1755,0.9406,57,0.3533,143,7.67,2,0.8,2,0.8,3,1.2,3,1.2,3918.2914285714287,5825.32,141.15524005593753,50.109473069624876
25,0.7144,0.103,26,0.6997,0.1055,64,1.1445,0.161,64,1.144,0.1638,0.1442,0.893,0.1508,0.8746,0.1407,0.9538,0.1432,0.9533,39,0.2187,179,4.41,2,0.8,2,0.8,3,1.2,3,1.2,288.17620000000005,644.2700000000001,13.18610207760297,10.584958217270195
7,0.6066,0.0913,7,0.6343,0.0861,64,1.1562,0.1504,64,1.1563,0.1409,0.1505,0.7582,0.1357,0.7929,0.1301,0.9635,0.1219,0.9636,57,0.2681,142,4.88,2,0.8,2,0.8,3,1.2,3,1.2,82.88210000000001,362.09000000000003,9.20894788150266,23.055746730901582
64,0.7322,0.1082,64,0.7375,0.1057,3,0.5457,0.1172,4,0.5384,0.1179,0.1478,0.9152,0.1433,0.9219,0.2148,0.4548,0.219,0.4487,61,0.0965,135,4.32,1,0.8,1,0.8,1,1.2,1,1.2,1068.2192156862745,1419.0,22.78416671858576,33.2815734989648
7,0.5658,0.143,7,0.5909,0.1403,16,0.7016,0.1592,18,0.6801,0.1657,0.2527,0.7072,0.2374,0.7386,0.2269,0.5847,0.2436,0.5668,11,0.0575,48,11.0,4,0.8,4,0.8,4,1.2,4,1.2,5456.604857142856,8655.86,124.5016513505214,67.90726052471018
45,0.7033,0.1022,45,0.702,0.1131,3,0.7346,0.134,3,0.7707,0.1329,0.1453,0.8791,0.1611,0.8775,0.1824,0.6122,0.1724,0.6423,42,0.0281,96,3.0,4,0.8,4,0.8,5,1.2,5,1.2,466.3904,759.3200000000002,17.653835530899666,0.0
5,0.1898,0.077,5,0.1879,0.067,6,0.3198,0.1048,7,0.3141,0.1224,0.4057,0.2372,0.3566,0.2349,0.3277,0.2665,0.3897,0.2618,2,0.0641,23,1.02,2,0.8,2,0.8,3,1.2,3,1.2,654.3398000000001,1332.8300000000004,100.63718730956234,0.7625272331154684
3,0.4589,0.0614,2,0.4538,0.0643,2,0.3059,0.0685,2,0.3102,0.0601,0.1338,0.5736,0.1417,0.5672,0.2239,0.2549,0.1937,0.2585,1,0.0742,9,1.5,2,0.8,2,0.8,7,1.2,7,1.2,16.031099999999995,73.70800000000027,8.66242912504217,0.0
64,0.724,0.1279,64,0.7197,0.1247,14,0.9946,0.2001,14,0.996,0.1836,0.1767,0.905,0.1733,0.8996,0.2012,0.8288,0.1843,0.83,50,0.1367,156,4.65,2,0.8,2,0.8,3,1.2,3,1.2,2412.5541891891894,4178.389999999999,58.7240480647684,14.608904933814681
12,0.624,0.1385,12,0.6362,0.1449,13,0.9489,0.2262,13,0.9347,0.2236,0.222,0.78,0.2278,0.7952,0.2384,0.7907,0.2392,0.7789,1,0.156,50,10.71,2,0.8,2,0.8,3,1.2,3,1.2,4876.487608695652,7213.599999999999,67.66021822841803,57.54440961337514
6,0.5624,0.1254,6,0.5615,0.1209,23,1.0527,0.1938,23,1.0514,0.1953,0.223,0.703,0.2153,0.7019,0.1841,0.8772,0.1858,0.8762,17,0.2451,58,6.8,2,0.8,2,0.8,3,1.2,3,1.2,4199.097288135593,6946.3,89.3393838434097,37.16216216216216
4,0.3389,0.0537,4,0.3366,0.0588,4,0.3866,0.0658,5,0.3928,0.0727,0.1585,0.4236,0.1747,0.4208,0.1702,0.3222,0.1851,0.3273,1,0.0261,17,1.43,2,0.8,2,0.8,3,1.2,3,1.2,38.7836,172.10000000000005,23.215511405013782,0.0
4,0.4402,0.0739,5,0.457,0.0747,64,1.1528,0.1434,64,1.1513,0.1494,0.1679,0.5502,0.1635,0.5712,0.1244,0.9607,0.1298,0.9594,60,0.3518,137,3.96,2,0.8,2,0.8,3,1.2,3,1.2,45.0278,208.51000000000028,12.415191960015994,15.889171614362455
56,0.7303,0.1196,55,0.738,0.117,64,1.11,0.1821,64,1.1092,0.1668,0.1638,0.9129,0.1585,0.9225,0.1641,0.925,0.1504,0.9243,9,0.1877,239,4.94,2,0.8,2,0.8,2,1.2,2,1.2,2238.679268292683,3831.3199999999997,47.28919305076791,11.312217194570136
64,0.7333,0.1204,64,0.7344,0.1228,64,1.1294,0.1984,64,1.131,0.1962,0.1642,0.9166,0.1672,0.918,0.1757,0.9412,0.1735,0.9425,0,0.1982,256,7.5,4,0.8,4,0.8,4,1.2,4,1.2,3537.137755102041,5873.8,71.68230942084458,31.752423564504102
4,0.6157,0.0951,4,0.5931,0.0958,5,0.9074,0.1383,5,0.9023,0.1436,0.1545,0.7696,0.1615,0.7414,0.1524,0.7562,0.1591,0.7519,1,0.1504,18,3.0,4,0.8,4,0.8,4,1.2,4,1.2,52.674,141.02,13.189855951814193,0.0
7,0.2171,0.0832,7,0.2053,0.0847,7,0.2304,0.0901,5,0.2387,0.0985,0.3832,0.2714,0.4126,0.2566,0.3911,0.192,0.4127,0.1989,2,0.0127,26,1.32,3,0.8,3,0.8,4,1.2,4,1.2,2505.815789473684,5115.160000000001,207.2566386224373,2.861952861952862
2,0.311,0.064,2,0.2909,0.0614,64,1.0911,0.1661,64,1.0877,0.1635,0.2058,0.3888,0.2111,0.3636,0.1522,0.9092,0.1503,0.9064,62,0.3943,132,3.0,2,0.8,2,0.8,7,1.2,7,1.2,568.9196,894.2500000000001,15.703667159807928,1.5298507462686568
5,0.426,0.1117,4,0.4412,0.1083,14,0.9513,0.2088,15,0.9584,0.2055,0.2622,0.5325,0.2455,0.5515,0.2195,0.7928,0.2144,0.7987,11,0.2607,38,9.5,2,0.8,2,0.8,3,1.2,3,1.2,4975.8486274509805,8245.0,119.69075025110595,57.60037678087837
64,0.7341,0.1321,64,0.7265,0.1313,46,1.0673,0.2237,46,1.0623,0.2374,0.1799,0.9176,0.1807,0.9081,0.2096,0.8894,0.2235,0.8853,18,0.1673,220,9.72,2,0.8,2,0.8,3,1.2,3,1.2,4716.765576923077,7501.54,86.4681228402375,55.106970324361626
4,0.6361,0.0978,5,0.6239,0.1104,4,0.87,0.1371,7,0.8874,0.1376,0.1537,0.7951,0.177,0.7799,0.1576,0.725,0.1551,0.7395,3,0.1246,20,3.0,2,0.8,2,0.8,3,1.2,3,1.2,86.13279999999999,221.10000000000005,17.28669957977879,0.0
2,0.1881,0.0336,2,0.1839,0.0346,4,0.4339,0.0604,4,0.4177,0.0582,0.1786,0.2351,0.1881,0.2299,0.1392,0.3616,0.1393,0.3481,2,0.12,12,1.2,2,0.8,2,0.8,3,1.2,3,1.2,24.652900000000002,103.21000000000011,14.357252056742112,0.0
64,0.6851,0.1339,64,0.698,0.1349,42,0.9733,0.2444,43,0.9774,0.2303,0.1954,0.8564,0.1933,0.8725,0.2511,0.8111,0.2356,0.8145,22,0.142,213,4.6,2,0.8,2,0.8,3,1.2,3,1.2,3057.9775324675325,4811.0,53.65681756026693,8.300970873786408
64,0.7526,0.1196,64,0.7517,0.1232,3,0.5743,0.0976,3,0.5777,0.1018,0.1589,0.9408,0.1639,0.9396,0.1699,0.4786,0.1762,0.4814,61,0.0881,134,2.99,2,0.8,2,0.8,2,1.2,2,1.2,47.064099999999996,118.3900000000002,17.4698553355266,5.825242718446602
64,0.7332,0.1435,64,0.7166,0.1492,27,0.7556,0.1909,27,0.7383,0.1868,0.1957,0.9165,0.2082,0.8958,0.2526,0.6297,0.253,0.6152,37,0.0139,182,9.5,4,0.8,4,0.8,4,1.2,4,1.2,5496.157906976744,8107.4,149.45127858336014,57.683689114282345
64,0.7182,0.119,64,0.7226,0.1214,6,0.8798,0.2055,6,0.8767,0.2071,0.1657,0.8978,0.168,0.9032,0.2336,0.7332,0.2362,0.7306,58,0.0789,140,3.9,3,0.8,3,0.8,5,1.2,5,1.2,1140.151948051948,1454.9199999999998,17.814380899093166,11.050516647531573
6,0.3057,0.095,5,0.2998,0.0922,5,0.2602,0.0841,6,0.2532,0.0867,0.3108,0.3821,0.3075,0.3747,0.3232,0.2168,0.3424,0.211,1,0.0233,22,2.88,2,0.8,2,0.8,2,1.2,2,1.2,5638.6809375,8611.86,294.2956683688745,25.154320987654323
1,0.1541,0.043,1,0.1486,0.0449,64,1.1056,0.1692,64,1.1102,0.1589,0.279,0.1926,0.3022,0.1858,0.153,0.9213,0.1431,0.9252,63,0.4783,130,3.0,2,0.8,2,0.8,7,1.2,7,1.2,602.089247311828,798.12,12.950230728908469,10.522388059701493
3,0.3646,0.0649,3,0.3693,0.0674,64,1.1589,0.1291,64,1.1587,0.14,0.178,0.4557,0.1825,0.4616,0.1114,0.9658,0.1208,0.9656,61,0.3959,134,3.96,2,0.8,2,0.8,3,1.2,3,1.2,61.8759,277.02,12.836499526757523,19.875776397515526
22,0.5778,0.1673,22,0.5953,0.1562,64,1.0957,0.2138,64,1.095,0.2149,0.2895,0.7222,0.2624,0.7441,0.1951,0.9131,0.1963,0.9125,42,0.2545,172,11.97,2,0.8,2,0.8,3,1.2,3,1.2,4205.702727272727,6127.83,113.57261792396257,57.27774142282883
7,0.4888,0.1208,6,0.4759,0.1175,11,0.9537,0.2306,10,0.96,0.2175,0.2471,0.611,0.2469,0.5949,0.2418,0.7948,0.2266,0.8,5,0.2373,34,6.48,2,0.8,2,0.8,3,1.2,3,1.2,4522.896935483871,7256.56,91.96017801803565,39.09592822636301
7,0.4849,0.1127,7,0.4876,0.1084,9,0.7303,0.1572,10,0.727,0.1598,0.2324,0.6061,0.2223,0.6095,0.2153,0.6086,0.2198,0.6058,3,0.1212,33,5.2,2,0.8,2,0.8,3,1.2,3,1.2,4809.428873239437,7504.8,108.31325949988579,31.7664734921657
3,0.4594,0.1132,4,0.4848,0.1122,64,1.1332,0.1925,64,1.1391,0.1926,0.2464,0.5742,0.2314,0.606,0.1699,0.9443,0.1691,0.9492,61,0.3322,135,6.3,2,0.8,2,0.8,3,1.2,3,1.2,3908.890266666667,6137.9400000000005,94.8650231467399,36.49777777777778
64,0.7525,0.1226,64,0.7555,0.1209,42,0.9457,0.201,42,0.9422,0.2184,0.1629,0.9406,0.16,0.9444,0.2125,0.7881,0.2318,0.7852,22,0.095,212,4.62,2,0.8,2,0.8,2,1.2,2,1.2,1927.1044444444444,3452.22,52.16055485036612,14.745762711864408
5,0.4112,0.11,6,0.3954,0.1123,25,0.8971,0.2464,25,0.9368,0.2172,0.2675,0.514,0.284,0.4942,0.2747,0.7476,0.2319,0.7807,20,0.2573,61,11.5,4,0.8,4,0.8,4,1.2,4,1.2,5252.47875,8218.15,121.38804377595909,66.2192393736018
8,0.6107,0.1225,8,0.6094,0.1073,64,1.1188,0.1682,64,1.1215,0.1507,0.2006,0.7634,0.1761,0.7618,0.1503,0.9323,0.1344,0.9346,56,0.2551,144,3.6,3,0.8,3,0.8,5,1.2,5,1.2,393.0411000000001,866.11,13.619199573632292,0.6220839813374806
4,0.1863,0.0682,5,0.1864,0.0629,4,0.2156,0.0724,4,0.2114,0.0806,0.3661,0.2329,0.3374,0.233,0.3358,0.1797,0.3813,0.1762,1,0.0137,17,2.56,3,0.8,3,0.8,3,1.2,3,1.2,6019.530877192982,9117.32,310.506125930026,13.628472222222221
64,0.7242,0.1089,64,0.7311,0.113,1,0.1452,0.0347,1,0.1554,0.0405,0.1504,0.9052,0.1546,0.9139,0.239,0.121,0.2606,0.1295,63,0.2887,130,3.0,7,0.8,7,0.8,2,1.2,2,1.2,913.5774242424243,1086.1999999999998,14.625181396065317,36.45522388059702
64,0.7304,0.08,64,0.735,0.0824,64,1.1568,0.1268,64,1.1611,0.1272,0.1095,0.913,0.1121,0.9188,0.1096,0.964,0.1096,0.9676,0,0.2131,256,5.04,2,0.8,2,0.8,3,1.2,3,1.2,874.177027027027,1288.32,15.341494721476908,19.493783303730016
4,0.5306,0.0877,4,0.5176,0.0833,3,0.3381,0.0662,3,0.3115,0.064,0.1653,0.6632,0.1609,0.647,0.1958,0.2818,0.2055,0.2596,1,0.1002,14,1.69,2,0.8,2,0.8,3,1.2,3,1.2,50.199600000000004,120.2000000000001,20.30332975211137,0.0
4,0.5137,0.0844,4,0.5149,0.0924,6,0.6849,0.1191,5,0.676,0.1049,0.1643,0.6421,0.1795,0.6436,0.1739,0.5708,0.1552,0.5633,2,0.0831,19,2.38,2,0.8,2,0.8,3,1.2,3,1.2,76.4572,182.13000000000005,23.6792348524949,0.0
8,0.4283,0.1148,8,0.4412,0.1138,64,1.1405,0.1955,64,1.1363,0.1972,0.268,0.5354,0.2579,0.5515,0.1714,0.9504,0.1735,0.9469,56,0.3519,144,8.16,2,0.8,2,0.8,3,1.2,3,1.2,4180.9510294117645,6577.19,120.45017685409111,52.633022490400435
2,0.3578,0.0652,2,0.3535,0.0626,4,0.5626,0.0871,4,0.5645,0.0876,0.1822,0.4472,0.1771,0.4419,0.1548,0.4688,0.1552,0.4704,2,0.104,12,1.82,2,0.8,2,0.8,3,1.2,3,1.2,40.4805,120.17000000000009,13.867817534537625,0.0
64,0.7224,0.1193,64,0.719,0.1218,64,1.0168,0.249,64,1.0141,0.2517,0.1651,0.903,0.1694,0.8988,0.2449,0.8473,0.2482,0.8451,0,0.1474,256,4.76,1,0.8,1,0.8,1,1.2,1,1.2,1685.3115,2378.64,13.078554798387676,16.29055007052186
64,0.6668,0.1745,64,0.6628,0.1779,64,0.9814,0.3113,64,0.9884,0.3119,0.2617,0.8335,0.2684,0.8285,0.3172,0.8178,0.3156,0.8237,0,0.1601,256,9.0,4,0.8,4,0.8,4,1.2,4,1.2,4611.907608695652,6468.5,86.4488635314983,54.80984340044742
